Name,Size,Type,Sub-Type,Alignment,AC,Hit Points,STR,DEX,CON,INT,WIS,CHA,Challenge,Proficiency Bonus
Su-Monster,M,Monstrosity,,CE,12,27 (5d8+5),14,15,12,9,13,9,1,2
Subek,L,Humanoid,,LN (CE part of year),17 (natural),76 (8d10+32),19,10,18,14,13,13,5,3
Sublime_Chastity,L,Celestial,,NG,20 (natural),161 (19d10+57),15,16,25,17,20,12,14,5
Succubus,M,Fiend,Shapechanger,NE,15 (natural),66 (12d8+12),8,17,13,15,12,20,4,2
Sul_Khatesh,L,Fiend,,LE,22 (natural),475 (50d10+200),18,21,19,30,22,25,28,8
Sulsha_Simian,L,Humanoid,Simian,LE,16 (natural),90 (12d10+24),18,14,14,11,12,9,4,2
Summer_Eladrin,M,Fey,Elf,CN,19 (natural),127 (17d8+51),19,21,16,14,12,18,10,4
Sun-Cursed,M,Humanoid,Nartheneen,CE,21 (natural),190 (20d8+100),24,14,20,24,24,18,13,5
Sunbird,G,Monstrosity,,,17 (natural),279 (18d20+90),28,10,20,13,14,15,13,5
Sunder_Shaman,H,Giant,,CN,20 (stone),138 (12d12+60),23,15,21,10,12,9,10,4
Sunset_Raptor,M,Monstrosity,,,13 (natural),32 (5d8+10),12,15,14,4,12,16,1,2
Suppurating_Ooze,M,Ooze,,,8,30 (4d8+12),16,6,16,1,6,1,1,2
Suturefly,T,Beast,,,14,7 (3d4),1,19,10,1,12,4,0.25,2
Svinfneblin_Deep_Elder,S,Humanoid,Gnome,NG,12,32 (5d6+15),14,14,16,13,16,10,2,2
Svinfneblin_Deep_King,S,Humanoid,Gnome,NG,17 (+2 chain shirt),38 (7d6+14),19,16,15,14,18,16,3,2
Svinfneblin_Deep_Ranger,S,Humanoid,Gnome,NG,15 (chain shirt),33 (6d6+12),15,18,15,12,12,9,2,2
Swamp_Adder_Snake,S,Beast,,,13,18 (4d6+4),4,16,12,1,10,4,0.25,2
Swamp_Lily,M,Plant,,,15 (natural),136 (16d8+64),16,9,18,4,12,17,7,3
Swamp_Naga,L,Monstrosity,,LE,15 (natural),102 (12d10+36),18,16,17,11,14,17,6,3
Swamp_Troll,L,Giant,,CE,14 (natural),63 (6d10+30),18,14,20,6,9,4,2,2
Swampgas_Bubble,M,Ooze,,,8,59 (7d8+28),16,7,18,1,10,3,2,2
Swarm_of_Animated_Books,M,Construct,(Swarm of Tiny),,12 (natural),22 (4d8+4),10,13,12,1,10,1,0.25,2
Swarm_of_Bats,M,Beast,(Swarm of Tiny),,12,22 (5d8),5,15,10,2,12,4,0.25,2
Swarm_of_Bees,M,Beast,(Swarm of Tiny),,14,36 (8d8),8,18,11,1,10,3,1,2
Swarm_of_Campestris,M,Plant,(Swarm of Tiny),,12 (natural),27 (6d8),3,7,10,4,10,8,1,2
Swarm_of_Compsognathus,M,Beast,(Swarm of Tiny),,12,44 (8d8+8),6,14,12,4,10,5,1,2
Swarm_of_Esteron,M,Beast,(Swarm of Tiny),,13,54 (12d8),10,16,10,2,12,4,2,2
Swarm_of_Gremishkas,M,Monstrosity,(Swarm of Tiny),CE,12,24 (7d6),12,14,10,12,14,4,2,2
Swarm_of_Grigs,M,Fey,(Swarm of Tiny),NG,14 (natural),110 (20d8+20),5,14,12,10,13,16,6,3
Swarm_of_Hoard_Scarabs,M,Monstrosity,(Swarm of Tiny),,14 (natural),31 (7d8),6,16,11,3,8,6,2,2
Swarm_of_Insects,M,Beast,(swarm of tiny),,12 (natural),22 (5d8),3,13,10,1,7,1,0.5,2
Swarm_of_Maggots,M,Beast,(Swarm of Tiny),,11,22 (5d8),3,12,10,1,7,1,2,2
Swarm_of_Nestback_Wasps,M,Beast,(Swarm of Tiny),,12 (natural),22 (5d8),3,13,10,2,7,1,0.5,2
Swarm_of_Poisonous_Frogs,M,Beast,(Swarm of Tiny),,13,76 (17d8-8),1,13,8,1,8,3,1,2
Swarm_of_Poisonous_Snakes,M,Beast,(Swarm of Tiny),,14,36 (8d8),8,18,11,1,10,3,2,2
Swarm_of_Quippers,M,Beast,(Swarm of Tiny),,13,28 (8d8-8),13,16,9,1,7,2,1,2
Swarm_of_Rats,M,Beast,(Swarm of Tiny),,10,24 (7d8-7),9,11,9,2,10,3,0.25,2
Swarm_of_Ravens,M,Beast,(Swarm of Tiny),,12,24 (7d8-7),6,14,8,3,12,6,0.25,2
Swarm_of_Rot_Grubs,M,Beast,(Swarm of Tiny),,8,22 (5d8),2,7,10,1,2,1,0.5,2
Swarm_of_Scarabs,M,Beast,(Swarm of Tiny),,13 (natural),27 (5d8+5),3,14,13,1,12,1,3,2
Swarm_of_Shadow_Rooks,M,Undead,(Swarm of Tiny),,12,24 (7d8-7),7,14,9,3,13,7,0.5,2
Swarm_of_Spiders,M,Beast,(Swarm of Tiny),,12 (natural),22 (5d8),3,13,10,1,7,1,0.5,2
Swarm_of_Wolf_Spirits,L,Undead,(Swarm of Medium),NE,16 (natural),97 (15d10+15),14,16,12,4,10,12,6,3
Swarm_of_Zombie_Limbs,M,Undead,(Swarm of Tiny),NE,10,22 (5d8),14,10,10,3,8,5,1,2
Swashbuckler,M,Humanoid, Race, non-Lawful,17 (leather),66 (12d8+12),12,18,12,14,11,15,3,2
Swavain_Basilisk,H,Monstrosity,,,16 (natural),85 (10d12+20),15,16,15,2,8,7,7,3
Swolbold,M,Humanoid,Kobold,CN,14 (scale mail),65 (10d8+20),19,11,15,6,12,7,3,2
Sword_Wight,M,Undead,,LE,16 (chainmail),66 (12d8+12),12,12,13,11,13,15,5,3
Sword_Wraith_Commander,M,Undead,,LE,18 (breastplate and shield),127 (15d8+60),18,14,18,11,12,14,8,3
Sword_Wraith_Warrior,M,Undead,,LE,16 (chain mail),45 (6d8+18),18,12,17,6,9,10,3,2
Sword-Billed_Stone_Singer,S,Fey,,CE,19 (natural),180 (23d6+100),14,22,20,17,19,26,14,5
T'shann,S,Aberration,,N,8 (natural),32 (5d6+15),10,4,16,2,10,12,1,2
Tabaxi,M,Humanoid,Tabaxi,CN,12,11 (2d8+2),13,14,12,10,12,10,0.5,2
Tabaxi_Hunter,M,Humanoid,Tabaxi,CG,14 (leather),40 (9d8),10,17,11,13,14,15,1,2
Tabaxi_Minstrel,M,Humanoid,Tabaxi,CG,12,22 (5d8),10,15,11,14,12,16,0.25,2
Taer,M,Humanoid,,N,14 (natural),26 (4d8+8),16,15,15,6,12,6,1,2
Tainted_Servant_of_Tsathogga,M,Humanoid,,CE,17 (natural),45 (10d10),17,12,11,9,12,8,5,3
Talis_the_White,M,Humanoid,Half-Elf,LE,"18 (+1 scale mail, shield)",58 (9d8+18),14,12,14,10,16,16,5,3
Tallow_Golem,M,Construct,,N,15 (natural),76 (9d8+36),19,9,18,5,11,4,6,3
Tanarukk,M,Fiend,"Demon, Orc",CE,14 (natural),95 (10d8+50),18,13,20,9,9,9,5,3
Tanazir_Quandrix,G,Dragon,Wizard,LN,21 (natural),444 (24d20+192),28,14,27,28,18,17,24,7
Tangtal,M,Monstrosity,,NE,13,19 (3d8+6),13,17,15,12,13,10,1,2
Tar_Ghoul,M,Undead,,NE,13,66 (12d8+12),16,17,13,11,10,8,4,2
Tar_Ooze,L,Ooze,,,9,120 (15d10+45),18,8,16,1,8,2,6,3
Tarkanan_Assassin,M,Humanoid, Race, non-Good,15 (studded leather),45 (7d8+14),12,16,14,10,14,11,2,2
Tarkun_the_Desiccated,M,Fey,,CN,16 (natural),85 (10d8+40),19,14,18,17,13,18,8,3
Tarrasque,G,Monstrosity,Titan,,25 (natural),676 (33d20+330),30,11,30,3,11,11,30,9
Tarul_Var,M,Undead,,NE,16 (natural),105 (14d8+42),11,16,16,19,14,16,13,5
Tasey-Am,H,Fey,,N,20 (natural),252 (24d12+96),20,28,20,24,22,22,20,6
Tashlyn_Yafeera,M,Humanoid,Human,N,18 (plate),149 (23d8+46),18,15,14,10,14,12,9,4
Tazelwurm,L,Monstrosity,,,12,45 (7d10+7),16,14,16,2,15,15,2,2
Tecuziztecatl,L,Monstrosity,,N,13 (natural),102 (12d10+36),17,10,16,15,16,13,4,2
Tembril,L,Monstrosity,,,15 (natural),114 (12d10+48),19,14,18,4,15,16,6,3
Temperance,M,Celestial,,LG,19 (natural),231 (28d8+132),16,20,23,18,22,20,23,7
Temple_Dog,M,Celestial,, Good,15 (natural),97 (15d8+30),18,14,15,8,14,10,5,3
Temporal_Crawler,M,Aberration,,NE,14,45 (7d8+14),14,17,14,5,13,10,2,2
Temptress,M,Humanoid,Human,NE,13,40 (9d8),10,16,10,12,13,18,5,3
Tendriculus,L,Plant,,,8,93 (11d10+33),14,6,16,2,10,4,4,2
Tendrill_Puppet,M,Plant,,LN,13 (studded leather),34 (4d8+16),16,12,18,6,6,8,2,2
Tentacled_Horror,H,Aberration,,CE,17 (natural),171 (18d12+54),22,8,16,7,10,16,11,4
Teratashia,L,Fiend,Demon,CE,18 (natural),161 (19d10+76),17,19,18,19,15,18,15,5
Terror_Bird,L,Beast,,,12 (natural),65 (10d8+20),18,12,14,3,12,10,2,2
Tetomatli,L,Construct,,CE,16 (natural),152 (16d10+64),20,10,18,5,11,3,8,3
"Tetzimoc,_Primal_Death_(spikey)",G,Monstrosity,Titan,,25 (natural),676 (33d20+330),30,11,30,3,11,11,30,9
Thalasskoptis,L,Fiend,Demon,CE,18 (natural),168 (16d10+80),19,18,20,15,17,18,10,4
"Thaumaturmite,_Greater",M,Monstrosity,,,15,27 (6d8),13,17,10,3,5,5,5,3
"Thaumaturmite,_Lesser",S,Monstrosity,,,10,10 (3d6),10,15,10,3,5,5,1,2
Thavius_Kreeg,M,Humanoid,Human,LE,10,40 (9d8),12,10,11,15,18,16,0.5,2
Thayan_Apprentice,M,Humanoid,Human, non-Good,12 (15 with mage armor),27 (5d8+5),10,14,12,15,13,11,2,2
Thayan_Warrior,M,Humanoid,Human, non-Good,"16 (chain shirt, shield)",52 (8d8+16),16,13,14,10,11,11,2,2
The_Angry,M,Monstrosity,Sorrowsworn,NE,18 (natural),255 (30d8+120),17,10,19,8,13,6,13,5
The_Barbed,S,Humanoid,Kobold,LE,13,44 (8d8+8),14,16,12,8,10,11,1,2
"The_Curator,_Hell's_Collector",L,Fiend,Devil,LE,18 (natural),337 (27d10+189),29,12,25,26,24,26,24,7
The_Hungry,M,Monstrosity,Sorrowsworn,NE,17 (natural),225 (30d8+90),19,10,17,6,11,6,11,4
The_Laughing,M,Fey,,LE,11,5 (1d8+1),11,13,12,10,12,7,0.25,2
The_Lonely,M,Monstrosity,Sorrowsworn,NE,16 (natural),112 (15d8+45),16,12,17,6,11,6,9,4
The_Lost,M,Monstrosity,Sorrowsworn,NE,15 (natural),78 (12d8+24),17,12,15,6,7,5,7,3
The_Pudding_King,S,Humanoid,"Gnome, shapechanger",CE,13 (16 with mage armor),49 (9d6+18),10,16,14,12,8,17,4,2
The_Wretched,S,Monstrosity,Sorrowsworn,NE,15 (natural),10 (4d6-4),7,12,9,5,6,5,0.25,2
Theran_Chimera,L,Monstrosity,,,15 (natural),95 (10d10+40),18,13,19,3,14,10,7,3
Theullai,H,Elemental,,CN,17,149 (13d12+65),22,24,20,10,11,14,10,4
Thief_Lord,M,Humanoid, Race,LE,17 (glamoured studded leather),66 (12d8+12),10,18,12,14,14,16,8,3
Thin_Giant,H,Giant,,CE,16 (natural),168 (16d12+64),23,16,18,11,13,9,9,4
Thorn_Slinger,L,Plant,,,11,32 (5d10+5),13,12,12,1,10,1,0.5,2
Thorned_Sulfurlord,H,Fiend,,CE,17 (natural),171 (18d12+54),20,14,16,10,9,12,11,4
Thornheart_Guardian,L,Construct,,LE,18 (natural),133 (14d10+56),19,10,18,7,14,1,9,4
Thorny,M,Plant,,N,14 (natural),27 (5d8+5),13,12,13,2,10,6,1,2
Thought_Spy,M,Humanoid, Race,NE,13 (leather),27 (6d8),11,14,10,16,13,14,1,2
Thousand_Teeth,L,Monstrosity,,NE,12 (natural),93 (11d10+33),19,10,17,2,10,7,6,3
Thread-Bound_Constrictor_Snake,H,Construct,,,12,60 (8d12+8),19,14,12,1,10,3,3,2
Three-Headed_Clockwork_Dragon,H,Construct,,,18 (natural),275 (22d12+132),25,10,23,10,10,1,14,5
Three-Headed_Cobra,L,Monstrosity,,,16 (natural),127 (15d10+45),14,18,16,4,10,6,5,3
Thri-Kreen,M,Humanoid,Thri-Kreen,CN,15 (natural),33 (6d8+6),12,15,13,8,12,7,1,2
Thrummren,G,Celestial,,CG,17 (natural),198 (12d20+72),21,19,22,10,15,10,12,4
Thug,M,Humanoid, Race, non-Good,11 (leather),32 (5d8+10),15,11,14,10,10,11,0.5,2
Thug_Boss,M,Humanoid, Race, evil,13 (leather),52 (7d8+21),16,14,16,10,12,12,2,2
Thunder_Giant,H,Giant,,CE,16 (natural),212 (17d12+102),29,14,22,7,8,12,12,4
Thurl_Merosska,M,Humanoid,Human,LE,16 (breastplate),71 (11d8+21),16,14,14,11,10,15,3,2
Thursir_Giant,L,Giant,,NE or LE,13 (chain shirt),114 (12d10+48),19,10,18,13,15,11,3,2
Thurstwell_Vanthampur,M,Humanoid,Human,LE,9,5 (2d8-4),7,8,6,15,17,12,0.125,2
Tiamat,G,Fiend,,CE,25 (natural),615 (30d20+300),30,10,30,26,26,28,30,9
Tidehunter,H,Monstrosity,,,15 (natural),133 (14d10+56),19,14,18,5,12,5,6,3
Tiger,L,Beast,,,12,37 (5d10+10),17,15,14,3,12,8,1,2
Tiger_of_Legend,H,Beast,,,13 (natural),172 (15d12+75),20,16,20,3,14,10,10,4
"Time_Elemental,_Common",M,Elemental,,N,17 (natural),97 (13d8+39),16,20,16,14,14,11,7,3
Time_Mephit,S,Elemental,,NE,10,31 (7d6+7),9,9,9,10,18,9,0.5,2
Timingila,G,Monstrosity,Titan,NE,18 (natural),232 (15d20+75),28,5,21,8,7,14,15,5
Titanboa,G,Beast,,,14 (natural),232 (15d20+75),26,10,20,3,10,3,12,4
Titivilus,M,Fiend,Devil,LE,20 (natural),127 (17d8+51),19,22,17,24,22,26,16,5
Tlincalli,L,Monstrosity,,NE,15 (natural),85 (10d10+30),16,13,16,8,12,8,5,3
Toad_King,M,Fey,Shapechanger,N,15,150 (20d8+60),14,20,17,16,13,21,10,4
Toadstool_Fool,M,Fey,,CN,13,44 (8d8+8),10,16,12,15,12,16,3,2
Tomb_Taper,H,Construct,,LN,17 (natural),207 (18d12+90),22,10,21,14,14,11,10,4
Topez_Dragon_Wyrmling,M,Dragon,"Topez Dragon, Gem",CN,16 (natural),33 (6d8+6),15,12,13,14,13,14,2,2
Tophet,H,Construct,,NE,16 (natural),184 (16d12+80),24,10,20,6,10,10,8,3
Topi,S,Undead,,CE,13 (natural),13 (3d6+3),7,15,12,6,10,5,0.5,2
Tor'gall_(Troll_Alpha),L,Giant,,CE,17 (natural),179 (17d10+85),20,13,20,9,10,10,11,4
Tormented_Qiqirn,L,Fiend,,CE,16 (natural),133 (14d10+56),20,14,18,8,15,13,10,4
Torogar_Steelfist,L,Monstrosity,,LE,17 (natural),168 (16d10+80),25,17,20,8,9,16,11,4
Tortle,M,Humanoid,Tortle,LG,17 (natural),22 (4d8+4),15,10,12,11,13,12,0.25,2
Tortle_Druid,M,Humanoid,Tortle,LN,17 (natural),33 (6d8+6),14,10,12,11,15,12,2,2
Tosculi_Drone,S,Monstrosity,,LE,13,22 (4d6+8),8,16,14,8,12,4,0.5,2
Tosculi_Elite_Bow_Rader,M,Monstrosity,,LE,16 (natural),97 (13d8+39),14,18,17,12,14,12,5,3
Tosculi_Queen,L,Monstrosity,,LE,17,157 (15d10+75),17,24,20,16,16,18,12,4
Tosculi_Warrior,S,Monstrosity,,LE,15,58 (9d6+27),12,20,16,10,12,12,2,2
Totivillus,M,Fiend,Devil,LE,19 (natural),299 (26d8+182),18,18,24,26,22,18,24,7
Tracker,M,Humanoid, Race,,16 (studded leather),55 (10d8+10),14,18,12,12,14,10,5,3
Trancendent_Lunarchidna,M,Aberration,,NE,16 (natural),91 (14d8+28),10,17,14,18,12,17,6,3
Translucent_Bulette,H,Monstrosity,,,14 (Prime),225 (18d12+108),24,14,22,6,10,10,15,5
Transmuter,M,Humanoid, Race,,12 (15 with mage armor),40 (9d8),9,14,11,17,12,11,5,3
Transposer,M,Aberration,,N,12 (natural),49 (9d8+9),15,13,12,8,12,12,3,2
Trapper,L,Monstrosity,,,13 (natural),85 (10d10+30),17,10,17,2,13,4,3,2
Treacle,T,Ooze,,,13 (natural),22 (4d4+12),4,6,17,1,1,10,0.25,2
Treant,H,Plant,,CG,16 (natural),138 (12d12+60),23,8,21,12,16,12,9,4
Treant_Sapling,L,Plant,,CG,14 (natural),45 (6d10+12),17,8,15,12,12,10,2,2
"Treant,_Weeping",H,Plant,,N,17 (natural),105 (10d12+40),21,8,20,12,16,11,6,3
Tree_Blight,H,Plant,,NE,15 (natural),92 (8d12+40),23,10,20,6,10,3,7,3
Tree_Skinner,M,Fiend,,CE,13,38 (7d8+7),10,16,13,14,15,18,2,2
Tressym,T,Beast,,CN,12,5 (2d4),3,15,10,11,12,12,0,2
Tri-flower_Frond,M,Plant,,,12,19 (3d8+6),14,10,14,0,10,2,0.5,2
Tribal_Warrior,M,Humanoid, Race,,12 (hide),11 (2d8+2),13,11,12,8,11,8,0.125,2
Tricenatorus,H,Monstrosity,,,15 (natural),184 (16d12+80),26,10,20,2,12,8,13,5
Triceratops,H,Beast,,,13 (natural),95 (10d12+30),22,9,17,2,11,5,5,3
Tridrone,M,Construct,Mondron,LN,15 (natural),16 (3d8+3),12,13,12,9,10,9,0.5,2
Triton_Master_of_Waves,M,Humanoid,Triton,N,15 (natural),105 (14d8+42),16,11,16,10,12,19,8,3
Triton_Shorestalker,M,Humanoid,Triton,NE,13,32 (5d8+10),11,16,14,10,15,11,2,2
Troblin,M,Giant,,CE,13 (natural),52 (8d8+16),15,12,15,8,9,7,1,2
Troglodyte,M,Humanoid,Troglodyte,CE,11 (natural),13 (2d8+4),14,10,14,6,10,6,0.25,2
Troglodyte_Champion_of_Laogzed,M,Humanoid,Troglodyte,CE,14 (natural),59 (7d8+28),18,12,18,8,12,12,3,2
Troll,L,Giant,,CE,15 (natural),84 (8d10+40),18,13,20,7,9,7,5,3
Trollkin_Grunt,M,Humanoid,Trollkin,N,14 (hide),45 (6d8+18),18,13,16,9,11,10,2,2
Trollkin_Raider,M,Humanoid,Trollkin,N,14 (hide),32 (5d8+10),12,12,14,9,12,10,1,2
Trollkin_Reaver,M,Humanoid,Trollkin,N,14 (hide),82 (11d8+33),19,13,16,11,12,13,4,2
Trollkin_Shaman,M,Humanoid,Trollkin,N,14 (hide),78 (12d8+24),14,13,14,10,16,12,4,2
Tromokratis_(Kraken),G,Monstrosity,Titan,,22 (natural),409 (21d20+189),30,11,29,22,11,10,26,8
Trostani,L,Fey,,NG,17 (natural),252 (24d10+120),19,14,20,16,30,25,18,6
Truth_Teller,M,Humanoid, Race,CG,11 (16 with barkskin),78 (12d8+24),10,13,14,18,20,15,12,4
Tsathar,M,Monstrosity,Tsathar,CE,13 (leather),16 (3d8+3),13,14,12,12,12,10,0.5,2
Tsathar_Monk,M,Monstrosity,Tsathar,CE,14,52 (8d8+16),15,18,14,12,16,11,2,2
Tsathar_Priest,M,Monstrosity,Tsathar,CE,14 (frog hide),52 (8d8+16),10,14,14,12,17,11,4,2
Tsathar_Sorcerer,M,Monstrosity,Tsathar,CE,14 (frog hide),27 (5d8+5),10,14,13,12,11,15,2,2
"Tsthogga,_the_Frog_God",G,Fiend,Demon,CE,20 (natural),546 (28d20+252),29,15,28,19,18,23,35,10
Tsucora_Quori,M,Aberration,,LE,16 (natural),68 (8d8+32),17,14,18,14,14,16,7,3
Tulpa,M,Undead,,NE,13,39 (6d8+12),14,16,14,10,14,9,4,2
Tunnel_Prawn,S,Beast,,,14 (natural),7 (2d6),12,14,11,1,9,3,0.125,2
Tunnel_Worm,H,Monstrosity,,,16 (natural),115 (11d12+44),20,13,19,1,8,4,8,3
Tusked_Crimson_Ogre,L,Giant,,CE,14 (half plate),93 (11d10+33),19,8,16,5,7,7,5,3
Tusked_Skyfish,L,Aberration,,LG,14 (natural),102 (12d10+36),17,12,17,3,14,10,4,2
Tveirherjar,M,Undead,,LE,"18 (chain mail, shield)",102 (12d8+48),19,12,19,10,14,14,7,3
Twig_Blight,S,Plant,,NE,13 (natural),4 (1d6+1),6,13,12,4,8,3,0.125,2
Twins_and_Needles,L,Undead,,CE,14 (natural),52 (7d10+14),16,14,15,7,10,6,3,2
Twisting_Hate,T,Ooze,,CE,5,161 (19d4+114),1,1,22,8,19,1,10,4
Two-headed_Cerberus,M,Monstrosity,,LE,12,39 (6d8+12),15,14,14,3,13,6,2,2
Two-Headed_Eagle,H,Monstrosity,,,15,142 (15d12+45),20,21,16,6,12,14,7,3
Two-headed_Troll,L,Giant,,CE,15 (natural),105 (10d10+50),19,12,20,8,8,6,6,3
Two-Toed_Horned_Moose,L,Beast,,,12,68 (8d10+24),20,16,17,7,14,11,3,2
Type_1_Grue,L,Ooze,,,15 (natural),75 (10d10+20),13,10,15,1,8,1,4,2
Type_2_Grue,M,Aberration,,CE,13,36 (8d8),3,16,10,8,10,10,2,2
Typhon,G,Fiend,Demon,CE,21 (natural),314 (17d20+136),30,14,26,17,22,19,22,7
Tyrannosaurus_Rex,H,Beast,,,13 (natural),136 (13d12+52),25,10,19,2,12,9,8,3
Tyrannosaurus_Rex_of_Legend,G,Beast,,,13 (natural),379 (23d20+138),30,10,22,2,20,9,17,6
Tyrannosaurus_Zombie,H,Undead,,,11 (natural),135 (13d12+52),25,6,19,1,3,5,8,3
"Tyreus,_Illusionist",M,Humanoid,Human,CE,13 (16 with mage armor),156 (24d8+48),10,16,14,20,15,16,13,5
Tzepharion,L,Fiend,Devil,LE,16 (natural),110 (13d10+39),19,14,16,5,18,13,8,3
Udaak,G,Fiend,,NE,18 (natural),165 (10d20+60),26,14,22,3,11,10,16,5
Ulder_Ravengard,M,Humanoid,Human,N,"20 (plate, shield)",112 (15d8+45),17,14,16,11,10,17,5,3
Ulitharid,L,Aberration,,LE,15 (breastplate),127 (17d10+34),15,12,15,21,19,21,9,4
Ulnorya,L,Aberration,,NE,14,119 (14d10+42),14,18,17,12,10,14,7,3
Ultroloth,M,Fiend,Yugoloth,NE,19 (natural),153 (18d8+72),16,16,18,18,15,19,13,5
Umber_Hulk,L,Monstrosity,,CE,18 (natural),93 (11d10+33),20,13,16,9,10,10,5,3
Umbral_Vampire,M,Fiend,,CE,14,84 (13d8+26),1,18,15,14,14,19,7,3
Undead_Ooze,H,Undead,,NE,5,67 (9d12+9),12,1,13,2,12,10,5,3
Undead_Phoenix,H,Undead,,CE,17 (natural),142 (15d12+45),23,14,17,8,17,9,12,4
Undead_Swordsman,M,Undead,,NE,16 (chainmail),27 (5d8+5),17,13,13,9,10,12,2,2
Undercity_Medusa,M,Monstrosity,,NE,16 (natural),120 (16d8+48),16,18,16,17,12,15,6,3
Undervoid,G,Aberration,,NE,16 (natural),585 (30d20+270),26,8,28,25,20,1,30,9
Underworld_Cerberus,L,Monstrosity,,LE,16 (natural),104 (11d10+44),19,12,18,10,16,9,6,3
Underworld_Dryad,M,Fey,,NE,12 (16 with barkskin),55 (10d8+10),7,10,20,7,9,20,3,2
Undine,M,Fey,Shapechanger,CN,15 (natural),85 (10d8+40),8,15,18,11,13,19,5,3
Undying_Councilor,M,Undead,,NG,17 (natural),104 (16d8+32),16,10,14,17,21,16,10,4
Undying_Soldier,M,Undead,,NG,"17 (breastplate, shield)",26 (4d8+8),16,12,14,11,13,14,2,2
Unhatched,S,Undead,,CE,14 (natural),71 (11d6+33),15,14,16,18,10,9,4,2
Unicorn,L,Celestial,,LG,12,67 (9d10+18),18,14,15,11,17,16,5,3
Unspeakable_Horror,H,Monstrosity,,CE,15 (17 with Aberrant Armor),95 (10d10+40),21,13,19,3,14,17,8,3
Uraeus,T,Celestial,,LN,14 (natural),40 (9d4+18),6,15,14,10,14,9,2,2
Uridimmu_Angel,L,Celestial,Angel,LG,18 (natural),150 (12d10+84),22,17,24,14,18,21,14,5
Urochar,H,Aberration,,CE,19 (natural),256 (19d12+133),24,15,24,14,14,20,17,6
Ursa_Polaris,L,Monstrosity,,NE,15 (natural),133 (14d10+56),20,12,18,4,16,5,7,3
Usagt,M,Aberration,Shapechanger,LN,12,97 (13d8+39),10,15,16,15,20,12,5,3
Ushabti,L,Construct,,,18 (natural),105 (10d10+50),21,17,20,11,19,9,9,4
Uthgardt_Shaman,M,Humanoid,Human,NE,13 (hide),38 (7d8+7),14,12,13,10,15,12,2,2
Utterance_of_Blood,M,Humanoid, Race,NE,16 (21 with blood armor),231 (22d10+110),13,18,20,16,18,20,13,5
Utterance_of_Damnation,M,Humanoid, Race,CE,19 (natural),180 (19d10+76),20,12,18,14,15,20,12,4
Utterance_of_Erudition,M,Humanoid, Race,LE,18 (natural),135 (18d8+54),12,18,16,20,18,15,13,5
Utterance_of_Un-Naming,M,Humanoid, Race,NE,16 (natural),210 (20d10+100),13,14,20,18,24,18,14,5
Vaettir,M,Undead,,LE,15 (chain shirt),120 (16d8+48),20,14,16,10,12,14,4,2
Vajra_Safahr,M,Humanoid,Human,LN,"14 (Blackstaff, 17 with mage armor)",126 (23d8+23),10,14,12,20,11,16,13,5
Valenar_Hawk,T,Fey,,N,14,10 (4d4),8,18,10,9,16,11,0.125,2
Valenar_Hound,M,Fey,,N,14 (natural),19 (3d8+6),17,15,14,10,15,11,0.5,2
Valenar_Steed,L,Fey,,N,13,22 (3d10+6),14,16,14,10,15,11,0.5,2
Valkruung,T,Monstrosity,,CN,13,22 (4d6+8),8,16,14,5,12,9,0.5,2
Valkyrie,M,Celestial,,N,16 (chain mail),112 (15d8+45),18,18,16,12,19,18,11,4
Vallovex,L,Aberration,,CN,14 (natural),123 (13d10+52),20,10,18,5,12,5,7,3
Vampire,M,Undead,Shapechanger,LE,16 (natural),144 (17d8+68),18,18,18,17,15,18,13,5
Vampire_Lord,M,Undead,Shapechanger,LE,17 (natural),209 (22d8+110),20,18,20,18,19,20,18,6
Vampire_Patrician,M,Undead,Shapechanger,LE,16 (natural),119 (14d8+56),15,18,18,16,13,20,10,4
Vampire_Priest,M,Undead,Shapechanger,LE,16 (natural),144 (17d8+68),1,18,18,14,19,17,13,5
Vampire_Priestess,M,Undead,Shapechanger,LE,16 (chain mail),105 (14d8+42),16,12,16,13,20,15,8,3
Vampire_Rose,S,Plant,,,9,27 (5d6+10),12,8,14,1,13,10,0.25,2
Vampire_Spawn,M,Undead,,NE,15 (natural),82 (11d8+33),16,16,16,11,10,12,5,3
Vampire_Spellcaster,M,Undead,Shapechanger,LE,16 (natural),144 (17d8+68),18,18,18,17,15,18,15,5
Vampire_Thrall,M,Humanoid, Race, non-Good,12,52 (8d8+16),14,14,14,10,12,14,2,2
Vampire_Warlock,M,Undead,Shapechanger,LE,16 (natural),144 (17d8+68),18,18,18,17,15,18,13,5
Vampire_Warrior,M,Undead,Shapechanger,LE,18 (plate),144 (17d8+68),18,18,18,17,15,18,15,5
Vampire_Wizard,M,Undead,Shapechanger,LE,16 (natural),144 (17d8+68),1,18,18,19,15,17,13,5
Vampiric_Ixitxachitl,M,Aberration,,CE,16 (natural),44 (8d8+8),14,18,13,12,13,7,2,2
Vampiric_Jade_Statue,L,Construct,,,14 (natural),114 (12d10+48),16,14,18,6,10,5,8,3
Vampiric_Knight,M,Undead,,NE,"20 (plate, shield)",127 (15d8+60),20,14,18,13,17,14,11,4
Vampiric_Mind_Flayer,M,Undead,,CE,15 (natural),85 (10d8+40),18,18,18,5,15,18,5,3
Vampiric_Mist,M,Undead,,CE,13,45 (6d8+18),6,16,16,6,12,7,3,2
